inspect_model_name,epoch_model_name,epoch_model_publication_date,epoch_organization,epoch_parameters,epoch_training_compute_flop,benchmark,benchmark_publication_date,task_args,prompt_schema,total_samples,accuracy,stderr,baselines,total_tokens,input_tokens,output_tokens,est_cost,cost_source_date,run_id,eval_start_time,eval_end_time,results_generated_time,filename,cot_scoring
together/mistralai/Mistral-Small-24B-Instruct-2501,Mistral Small 3,2025-01-30,Mistral AI,24000000000.0,1.152e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4907407407407407,0.0483285355343705,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",209407,208766,641,0.17,2025-02-28,gmyzAxW5cJkLQ4DA9cPcWk,2025-02-21T14:13:44-05:00,2025-02-21T14:13:44-05:00,2025-03-12T17:46:15,2025-02-21T14-13-38-05-00_lab-bench_Qfxu3DnWTuirfWJXhAnNAn.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5462962962962963,0.0481291732453682,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",223193,197664,25529,0.33,2025-02-28,U9g25T3hXDd7k6de5iArgR,2025-03-12T13:48:27-04:00,2025-03-12T13:48:27-04:00,2025-03-12T17:46:16,2025-03-12T13-47-48-04-00_lab-bench_2LNLWczQpmhWP2mqXnXoyX.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5740740740740741,0.0478034362693679,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",220955,197667,23288,0.32,2025-02-28,GJKPnGe4wWhPUWPFpq8JKN,2025-03-12T13:52:07-04:00,2025-03-12T13:52:07-04:00,2025-03-12T17:46:16,2025-03-12T13-51-25-04-00_lab-bench_8Z38wzAyrpL6zbJNEXsMq8.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5462962962962963,0.0481291732453682,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",220894,197666,23228,0.32,2025-02-28,gXBC68f3NYyP6JMCAwfVaN,2025-03-12T13:52:46-04:00,2025-03-12T13:52:46-04:00,2025-03-12T17:46:16,2025-03-12T13-52-07-04-00_lab-bench_aCuuVAV38ekuRq4wkKaiRs.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5370370370370371,0.0482040307276062,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",222884,197669,25215,0.33,2025-02-28,HZyswACPX6EppApsE6Sqej,2025-03-12T13:53:34-04:00,2025-03-12T13:53:34-04:00,2025-03-12T17:46:16,2025-03-12T13-52-46-04-00_lab-bench_CBucCN4jocuJg4QNkuU9fF.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5277777777777778,0.0482621729413989,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",220695,197667,23028,0.32,2025-02-28,LiRcvi9Pb3gfEpqh7XW8Jk,2025-03-12T13:50:40-04:00,2025-03-12T13:50:40-04:00,2025-03-12T17:46:16,2025-03-12T13-50-02-04-00_lab-bench_RrjGb7stRFXPoKa3w7EZMn.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5370370370370371,0.0482040307276062,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",220493,197665,22828,0.32,2025-02-28,Uo7u9iBDp6vDGcH5NSKPh7,2025-03-12T13:47:47-04:00,2025-03-12T13:47:47-04:00,2025-03-12T17:46:16,2025-03-12T13-47-11-04-00_lab-bench_DSHQKsRRoGi6a6mLv9t5XV.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.6111111111111112,0.0471282125742677,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",221208,197665,23543,0.32,2025-02-28,HTD2RkXhJzxgS76SFExBrk,2025-03-12T13:47:11-04:00,2025-03-12T13:47:11-04:00,2025-03-12T17:46:16,2025-03-12T13-46-33-04-00_lab-bench_ZzguPKUCWm6UYuNtzrEtNf.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5740740740740741,0.0478034362693679,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",221365,197662,23703,0.32,2025-02-28,Sqy9kyvwR4Rzjf2QCBXQTg,2025-03-12T13:51:24-04:00,2025-03-12T13:51:24-04:00,2025-03-12T17:46:16,2025-03-12T13-50-41-04-00_lab-bench_gRgrX6QF85UFa7YQxu8Xcc.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5555555555555556,0.0480375223519018,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",219515,197667,21848,0.31,2025-02-28,JGtDtKFPtNh4MmGYpmAr6t,2025-03-12T13:50:02-04:00,2025-03-12T13:50:02-04:00,2025-03-12T17:46:16,2025-03-12T13-48-27-04-00_lab-bench_RvmGiFprMu2KAkgbJiDkXC.json,False
openai/o3-mini-2025-01-31,o3-mini,2025-01-31,OpenAI,,,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train', 'reasoning_effort': 'low'}",zero_shot,108,0.5555555555555556,0.0480375223519018,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",219234,197667,21567,0.31,2025-02-28,WktPy46iBjWvdr57fGz9Kd,2025-03-12T13:54:14-04:00,2025-03-12T13:54:14-04:00,2025-03-12T17:46:16,2025-03-12T13-53-34-04-00_lab-bench_ZEe4hmhW579EXcbktmJmXw.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.5277777777777778,0.0482621729413989,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199548,198966,582,0.18,2025-02-28,93sWh5yRPQgZ4CHWpcwVZ3,2024-11-07T23:56:14-05:00,2024-11-07T23:56:14-05:00,2025-03-12T17:46:16,2024-11-07T23-56-07-05-00_lab-bench_R6htLQRa5cQ6ExFfdxFKri.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.5277777777777778,0.0482621729413989,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199521,198958,563,0.18,2025-02-28,abUKddKSzbgKWcj6cyCXQP,2024-11-07T23:55:23-05:00,2024-11-07T23:55:23-05:00,2025-03-12T17:46:16,2024-11-07T23-55-15-05-00_lab-bench_c6eE2qpBBvzuJQLDT4oeWT.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.5092592592592593,0.0483285355343705,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199542,198962,580,0.18,2025-02-28,mKGHdRScu74G2v2feTX3ve,2024-11-07T23:55:57-05:00,2024-11-07T23:55:57-05:00,2025-03-12T17:46:16,2024-11-07T23-55-50-05-00_lab-bench_anFyjMXKncRKMKLQ9GZ28u.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4907407407407407,0.0483285355343705,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199529,198963,566,0.18,2025-02-28,JUKywV95MrALKKFgJfa7YX,2024-11-07T23:55:49-05:00,2024-11-07T23:55:49-05:00,2025-03-12T17:46:16,2024-11-07T23-55-41-05-00_lab-bench_HbDpP2bwXK3uMohusDxqMN.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4722222222222222,0.0482621729413989,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199584,198962,622,0.18,2025-02-28,PxRNv97KtnZ96ZP3YSZ2XU,2024-09-20T13:33:51-04:00,2024-09-20T13:33:51-04:00,2025-03-12T17:46:16,2024-09-20T13-33-39-04-00_benchmarks-lab-bench_i7yCVMnHfNJRLb2VvGEYsN.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4814814814814814,0.0483036602463533,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199526,198966,560,0.18,2025-02-28,Mau2i9qTucn8V2FwZiiY8m,2024-11-07T23:55:40-05:00,2024-11-07T23:55:40-05:00,2025-03-12T17:46:16,2024-11-07T23-55-32-05-00_lab-bench_DVjnwsqP59PJ3ByRVfum8v.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4629629629629629,0.0482040307276062,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199525,198961,564,0.18,2025-02-28,bL3TWECUKSob64dfPeDcSw,2024-11-07T23:55:31-05:00,2024-11-07T23:55:31-05:00,2025-03-12T17:46:16,2024-11-07T23-55-24-05-00_lab-bench_6W9HrF5wr8EhDeVYUuc83V.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4722222222222222,0.0482621729413989,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199593,198956,637,0.18,2025-02-28,6VrZk9QwD7BWqJnQDHtRnu,2024-11-07T23:56:06-05:00,2024-11-07T23:56:06-05:00,2025-03-12T17:46:16,2024-11-07T23-55-58-05-00_lab-bench_3L8PMLysVpdbpakCKLnhk6.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4722222222222222,0.0482621729413989,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199553,198964,589,0.18,2025-02-28,AuNU44VsWz9SdypyKmMFaV,2024-11-07T23:56:23-05:00,2024-11-07T23:56:23-05:00,2025-03-12T17:46:16,2024-11-07T23-56-14-05-00_lab-bench_Z3pFjscRaRGPpgrerKcRWL.json,False
together/meta-llama/Meta-Llama-3-70B-Instruct-Turbo,Llama 3-70B,2024-04-18,Meta AI,70000000000.0,7.861e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.5092592592592593,0.0483285355343705,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",199528,198965,563,0.18,2025-02-28,Wh8Fi86En6KWWWt3WyeL3c,2024-11-07T23:55:14-05:00,2024-11-07T23:55:14-05:00,2025-03-12T17:46:16,2024-11-07T23-55-06-05-00_lab-bench_KuvqcgyJdUQnTHPpdEdRRd.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3981481481481481,0.0473233261597881,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212003,211680,323,0.11,2024-09-03,bfaUWXuktaQAU6jouBc7go,2024-11-07T22:40:05-05:00,2024-11-07T22:40:05-05:00,2025-03-12T17:46:16,2024-11-07T22-38-35-05-00_lab-bench_BHraFJMkD3839yQRkYgpvz.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3425925925925926,0.0458790474130181,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212018,211681,337,0.11,2024-09-03,RenjYZrEw5bUEMAWFc4vu5,2024-11-07T22:44:34-05:00,2024-11-07T22:44:34-05:00,2025-03-12T17:46:17,2024-11-07T22-42-02-05-00_lab-bench_CA5wD4fBPuL5ei9Po6ZnjZ.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3425925925925926,0.0458790474130181,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212004,211680,324,0.11,2024-09-03,d49xwz4ucAgYTRKoXLGiJU,2024-11-07T22:34:27-05:00,2024-11-07T22:34:27-05:00,2025-03-12T17:46:17,2024-11-07T22-32-01-05-00_lab-bench_6AMCbcjuwijxnc4TYHqACQ.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4444444444444444,0.0480375223519018,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212004,211680,324,0.11,2024-09-03,8KqvBBnUoaLNypGK4Hm3Mh,2024-11-07T22:38:34-05:00,2024-11-07T22:38:34-05:00,2025-03-12T17:46:17,2024-11-07T22-36-00-05-00_lab-bench_9teUyZDSJDYmVsvQCiCu5H.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3888888888888889,0.0471282125742677,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212004,211680,324,0.11,2024-09-03,nAUsjscKvQbbMv3H68XZoU,2024-11-07T22:42:01-05:00,2024-11-07T22:42:01-05:00,2025-03-12T17:46:17,2024-11-07T22-40-06-05-00_lab-bench_WS3St4Qw5TUaeufxw5qtW3.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4351851851851852,0.0479289817090705,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212016,211680,336,0.11,2024-09-03,c7EsvwqiVRV3bBsii9JXkh,2024-09-20T13:13:38-04:00,2024-09-20T13:13:38-04:00,2025-03-12T17:46:17,2024-09-20T13-12-09-04-00_benchmarks-lab-bench_Hp2FuapzuqEkE4v2jywhF6.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3425925925925926,0.0458790474130181,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212005,211681,324,0.11,2024-09-03,WRL22jTtMt7rNFAUy8Dn5b,2024-11-07T22:32:00-05:00,2024-11-07T22:32:00-05:00,2025-03-12T17:46:17,2024-11-07T22-30-30-05-00_lab-bench_ePHneiP5uJGsTgTMriZTyY.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3981481481481481,0.0473233261597881,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212002,211680,322,0.11,2024-09-03,mX2Z5eTueGuioTCwPnB6BJ,2024-11-07T22:35:59-05:00,2024-11-07T22:35:59-05:00,2025-03-12T17:46:17,2024-11-07T22-34-28-05-00_lab-bench_FNYdtZaWt78McpCStt3YKA.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3611111111111111,0.0464345460890627,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212017,211680,337,0.11,2024-09-03,gnCqMAprzhKi3CKfy3ihkv,2024-11-07T22:27:58-05:00,2024-11-07T22:27:58-05:00,2025-03-12T17:46:17,2024-11-07T22-26-28-05-00_lab-bench_bSyJu5xiJavQbrcuhQfekr.json,False
google/gemini-1.0-pro,Gemini 1.0 Pro,2023-12-06,Google DeepMind,,1.830001e+24,lab-bench-protocolqa,2024-07-14,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4629629629629629,0.0482040307276062,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",212004,211680,324,0.11,2024-09-03,9AprozfwHtafdpX6Qfezt6,2024-11-07T22:30:28-05:00,2024-11-07T22:30:28-05:00,2025-03-12T17:46:17,2024-11-07T22-27-59-05-00_lab-bench_Bz8RvnxPRAc33xrewgCDxt.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.6111111111111112,0.0471282125742677,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198103,197779,324,0.5,2025-02-28,TNafc7rqPN38dSjd5kKhAE,2024-09-26T21:59:14-04:00,2024-09-26T21:59:14-04:00,2025-03-12T17:46:17,2024-09-26T21-59-09-04-00_benchmarks-lab-bench_izzGBhpdokLnQ4ghMNfuH8.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5555555555555556,0.0480375223519018,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198099,197775,324,0.5,2025-02-28,EgmoWzXxhbog3oteKtqrhk,2024-09-26T21:58:55-04:00,2024-09-26T21:58:55-04:00,2025-03-12T17:46:17,2024-09-26T21-58-50-04-00_benchmarks-lab-bench_QfWNMLivmjJK3W5ZsNapVL.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5740740740740741,0.0478034362693679,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198097,197773,324,0.5,2025-02-28,WxHbAPc4eKyhiR5hm5hUzz,2024-09-26T21:59:02-04:00,2024-09-26T21:59:02-04:00,2025-03-12T17:46:17,2024-09-26T21-58-56-04-00_benchmarks-lab-bench_EsRZQyqV7P9UPeNJV8nHXb.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5740740740740741,0.0478034362693679,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198095,197771,324,0.5,2025-02-28,Fuz5qBpFxeAuAUte5RVfyr,2024-09-26T21:59:46-04:00,2024-09-26T21:59:46-04:00,2025-03-12T17:46:17,2024-09-26T21-59-31-04-00_benchmarks-lab-bench_YmVpcWSiUHe7zehkVSGVoT.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5833333333333334,0.0476607516535646,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198099,197775,324,0.5,2025-02-28,e3BwiA6xEvSazit87FszTc,2024-09-26T21:58:35-04:00,2024-09-26T21:58:35-04:00,2025-03-12T17:46:17,2024-09-26T21-58-29-04-00_benchmarks-lab-bench_4etnnVfes9wZ2Adr2doQBF.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5648148148148148,0.0479289817090705,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198103,197779,324,0.5,2025-02-28,LL7AkRwW93SzssjpnKTvvD,2024-09-20T13:18:14-04:00,2024-09-20T13:18:14-04:00,2025-03-12T17:46:17,2024-09-20T13-18-06-04-00_benchmarks-lab-bench_b4hag2Bh2dNSQbw7FAjWfD.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.6111111111111112,0.0471282125742677,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198106,197782,324,0.5,2025-02-28,ddh6pv8nApJAti3ztsvtup,2024-09-26T21:59:30-04:00,2024-09-26T21:59:30-04:00,2025-03-12T17:46:17,2024-09-26T21-59-15-04-00_benchmarks-lab-bench_k6S2JoKPtVKoxqDyMwtnnS.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5925925925925926,0.0475007734119998,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198097,197773,324,0.5,2025-02-28,jkboAhpTQYVoW7yjRdsFHo,2024-09-26T21:59:08-04:00,2024-09-26T21:59:08-04:00,2025-03-12T17:46:17,2024-09-26T21-59-02-04-00_benchmarks-lab-bench_akRzYcvVvCBUPcKbFkfcsi.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5833333333333334,0.0476607516535646,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198099,197775,324,0.5,2025-02-28,39uUBDzncytjpJKpDNM3Vq,2024-09-26T21:58:49-04:00,2024-09-26T21:58:49-04:00,2025-03-12T17:46:17,2024-09-26T21-58-43-04-00_benchmarks-lab-bench_MxcPTCHUc9YHGAdZi9as2J.json,False
openai/gpt-4o,GPT-4o,2024-05-13,OpenAI,,3.810001e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5555555555555556,0.0480375223519018,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",198101,197777,324,0.5,2025-02-28,UTYweq5J4QorqVEfKRthXW,2024-09-26T21:58:42-04:00,2024-09-26T21:58:42-04:00,2025-03-12T17:46:17,2024-09-26T21-58-37-04-00_benchmarks-lab-bench_LJkJsj4T93qekamNwr5WMb.json,False
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,2024-07-23,Meta AI,405000000000.0,3.8e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5555555555555556,0.0480375223519018,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",202202,201662,540,0.71,2025-02-28,BoqKmH7ee7MDttscy5KtFe,2024-09-20T13:33:38-04:00,2024-09-20T13:33:38-04:00,2025-03-12T17:46:17,2024-09-20T13-33-23-04-00_benchmarks-lab-bench_c3FB7TqkC3ySSAJMAGS2zv.json,False
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,2024-07-23,Meta AI,405000000000.0,3.8e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5740740740740741,0.0478034362693679,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",202189,201649,540,0.71,2025-02-28,g57pFjPTb7AyueDX47AuN3,2024-09-26T22:10:40-04:00,2024-09-26T22:10:40-04:00,2025-03-12T17:46:17,2024-09-26T22-10-27-04-00_benchmarks-lab-bench_WCrN8nRLnABhyrd5EtNQ4R.json,False
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,2024-07-23,Meta AI,405000000000.0,3.8e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5833333333333334,0.0476607516535646,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",202186,201646,540,0.71,2025-02-28,HWf6mdzTR5SB7XE5EEqy23,2024-09-26T22:11:55-04:00,2024-09-26T22:11:55-04:00,2025-03-12T17:46:17,2024-09-26T22-11-40-04-00_benchmarks-lab-bench_Tw3BNHKv5g4GousLDMzDoq.json,False
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,2024-07-23,Meta AI,405000000000.0,3.8e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.5833333333333334,0.0476607516535646,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",202180,201640,540,0.71,2025-02-28,6FbYmtfEJrUVDDdntGUqYp,2024-09-26T22:11:09-04:00,2024-09-26T22:11:09-04:00,2025-03-12T17:46:17,2024-09-26T22-10-54-04-00_benchmarks-lab-bench_jE7fMQJouSjm6387bgfMuz.json,False
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,2024-07-23,Meta AI,405000000000.0,3.8e+25,lab-bench-protocolqa,2024-07-14,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.6203703703703703,0.0469152122407774,"{'expert': 0.79, 'non_expert': None, 'random': 0.232}",202186,201646,540,0.71,2025-02-28,QDCSynGezEv9HF5n7KkZKe,2024-09-26T22:09:53-04:00,2024-09-26T22:09:53-04:00,2025-03-12T17:46:17,2024-09-26T22-09-39-04-00_benchmarks-lab-bench_TTHjbbPFnekNGPDuukKP4t.json,False
